シーズン,大会,節,試合日,K/O時刻,ホーム,スコア,アウェイ,スタジアム,入場者数,インターネット中継・TV放送,コロナ禍ダミー,国立フラグ,曜日,休日フラグ,rolling_mean_3,datetime,date,year,month,hour,temperature,rain,temp_zone,rain_flag,lag1,lag2,rolling_mean_5,rolling_mean_7,rolling_mean_2,home_score,away_score,result_numeric,lag1_result_numeric
2015,Ｊ１ １ｓｔ,第２節第２日,15/03/14(土),14:06,FC東京,0-0,横浜FM,味スタ,30492,スカパー！／スカパー！プレミアムサービス／ＴＢＳ／ＴＯＫＹＯ　ＭＸ（録）,0,0,土,1,,2015-03-14 14:06:00,2015-03-14,2015,3,14,13.5,0.0,やや寒い,0,,,,,,0,0,0,
2015,Ｊ１ １ｓｔ,第４節第２日,15/04/04(土),16:03,FC東京,1-0,甲府,味スタ,20743,スカパー！／スカパー！プレミアムサービス,0,0,土,1,,2015-04-04 16:03:00,2015-04-04,2015,4,16,19.1,0.0,快適,0,30492.0,,,,25617.5,1,0,1,0.0
2015,Ｊ１ １ｓｔ,第６節第２日,15/04/18(土),16:03,FC東京,1-2,広島,味スタ,24369,スカパー！／スカパー！プレミアムサービス／ＴＯＫＹＯ　ＭＸ（録）,0,0,土,1,25201.333333333332,2015-04-18 16:03:00,2015-04-18,2015,4,16,19.7,0.0,快適,0,20743.0,30492.0,,,22556.0,1,2,0,1.0
2015,Ｊ１ １ｓｔ,第９節第１日,15/05/02(土),16:04,FC東京,2-1,川崎Ｆ,味スタ,42604,スカパー！／スカパー！プレミアムサービス,0,0,土,1,29238.666666666668,2015-05-02 16:04:00,2015-05-02,2015,5,16,27.6,0.0,暑い,0,24369.0,20743.0,,,33486.5,2,1,1,0.0
2015,Ｊ１ １ｓｔ,第１１節第１日,15/05/10(日),16:04,FC東京,0-1,鹿島,味スタ,42070,スカパー！／スカパー！プレミアムサービス,0,0,日,1,36347.666666666664,2015-05-10 16:04:00,2015-05-10,2015,5,16,27.0,0.0,暑い,0,42604.0,24369.0,32055.6,,42337.0,0,1,0,1.0
2015,Ｊ１ １ｓｔ,第１３節第１日,15/05/23(土),19:03,FC東京,0-1,名古屋,味スタ,23460,スカパー！／スカパー！プレミアムサービス／ＴＯＫＹＯ　ＭＸ,0,0,土,1,36044.666666666664,2015-05-23 19:03:00,2015-05-23,2015,5,19,27.1,0.0,暑い,0,42070.0,42604.0,30649.2,,32765.0,0,1,0,0.0
2015,Ｊ１ １ｓｔ,第１４節第１日,15/05/30(土),19:04,FC東京,2-1,柏,味スタ,23439,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１,0,0,土,1,29656.333333333332,2015-05-30 19:04:00,2015-05-30,2015,5,19,29.6,0.0,暑い,0,23460.0,42070.0,31188.4,29596.714285714286,23449.5,2,1,1,0.0
2015,Ｊ１ １ｓｔ,第１７節第１日,15/06/27(土),19:04,FC東京,3-2,清水,味スタ,41363,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１／ＴＯＫＹＯ　ＭＸ,0,0,土,1,29420.666666666668,2015-06-27 19:04:00,2015-06-27,2015,6,19,25.5,3.0,暑い,1,23439.0,23460.0,34587.2,31149.714285714286,32401.0,3,2,1,1.0
2015,Ｊ１ ２ｎｄ,第２節第１日,15/07/15(水),19:03,FC東京,3-1,新潟,味スタ,12727,スカパー！／スカパー！プレミアムサービス／ＴＯＫＹＯ　ＭＸ,0,0,水,0,25843.0,2015-07-15 19:03:00,2015-07-15,2015,7,19,33.2,0.0,猛暑,0,41363.0,23439.0,28611.8,30004.571428571428,27045.0,3,1,1,1.0
2015,Ｊ１ ２ｎｄ,第３節第１日,15/07/19(日),19:03,FC東京,0-0,山形,味スタ,22175,スカパー！／スカパー！プレミアムサービス／ＴＯＫＹＯ　ＭＸ,0,0,日,1,25421.666666666668,2015-07-19 19:03:00,2015-07-19,2015,7,19,34.8,0.0,猛暑,0,12727.0,41363.0,24632.8,29691.14285714286,17451.0,0,0,0,1.0
2015,Ｊ１ ２ｎｄ,第５節第１日,15/07/29(水),19:03,FC東京,3-1,仙台,味スタ,16635,スカパー！／スカパー！プレミアムサービス／ＴＯＫＹＯ　ＭＸ,0,0,水,0,17179.0,2015-07-29 19:03:00,2015-07-29,2015,7,19,32.5,0.0,猛暑,0,22175.0,12727.0,23267.8,25981.285714285714,19405.0,3,1,1,0.0
2015,Ｊ１ ２ｎｄ,第７節第１日,15/08/16(日),18:04,FC東京,2-1,Ｇ大阪,味スタ,37978,スカパー！／スカパー！プレミアムサービス,0,0,日,1,25596.0,2015-08-16 18:04:00,2015-08-16,2015,8,18,31.9,8.0,猛暑,1,16635.0,22175.0,26175.6,25396.714285714286,27306.5,2,1,1,1.0
2015,Ｊ１ ２ｎｄ,第１０節第２日,15/09/12(土),19:04,FC東京,3-0,神戸,味スタ,22328,スカパー！／スカパー！プレミアムサービス／ＴＯＫＹＯ　ＭＸ,0,0,土,1,25647.0,2015-09-12 19:04:00,2015-09-12,2015,9,19,29.5,0.0,暑い,0,37978.0,16635.0,22368.6,25235.0,30153.0,3,0,1,1.0
2015,Ｊ１ ２ｎｄ,第１２節第１日,15/09/26(土),18:34,FC東京,1-0,松本,味スタ,36671,スカパー！／スカパー！プレミアムサービス,0,0,土,1,32325.666666666668,2015-09-26 18:34:00,2015-09-26,2015,9,18,24.6,5.0,快適2,1,22328.0,37978.0,27157.4,27125.285714285714,29499.5,1,0,1,1.0
2015,Ｊ１ ２ｎｄ,第１４節第１日,15/10/17(土),14:04,FC東京,1-2,湘南,味スタ,22577,スカパー！／スカパー！プレミアムサービス／ＴＯＫＹＯ　ＭＸ（録）,0,0,土,1,27192.0,2015-10-17 14:04:00,2015-10-17,2015,10,14,20.3,5.0,快適2,1,36671.0,22328.0,27237.8,24441.571428571428,29624.0,1,2,0,1.0
2015,Ｊ１ ２ｎｄ,第１５節第１日,15/10/24(土),14:02,FC東京,3-4,浦和,味スタ,38952,スカパー！／スカパー！プレミアムサービス／ＮＨＫ総合／ＴＯＫＹＯ　ＭＸ（録）,0,0,土,1,32733.333333333332,2015-10-24 14:02:00,2015-10-24,2015,10,14,23.9,0.0,快適2,0,22577.0,36671.0,31701.2,28188.0,30764.5,3,4,0,0.0
2015,Ｊ１ ２ｎｄ,第１７節第１日,15/11/22(日),13:34,FC東京,0-0,鳥栖,味スタ,30753,スカパー！／スカパー！プレミアムサービス／ＴＯＫＹＯ　ＭＸ（録）,0,0,日,1,30760.666666666668,2015-11-22 13:34:00,2015-11-22,2015,11,13,15.2,0.0,快適,0,38952.0,22577.0,30256.2,29413.428571428572,34852.5,0,0,0,0.0
2016,Ｊ１ １ｓｔ,第１節第１日,16/02/27(土),19:04,FC東京,0-1,大宮,味スタ,25776,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１／ＴＯＫＹＯ　ＭＸ,0,0,土,1,31827.0,2016-02-27 19:04:00,2016-02-27,2016,2,19,12.5,0.0,やや寒い,0,30753.0,38952.0,30945.8,30719.285714285714,28264.5,0,1,0,0.0
2016,Ｊ１ １ｓｔ,第３節第１日,16/03/11(金),19:04,FC東京,1-0,神戸,味スタ,11488,スカパー！／スカパー！プレミアムサービス,0,0,金,0,22672.333333333332,2016-03-11 19:04:00,2016-03-11,2016,3,19,6.1,0.0,寒い,0,25776.0,30753.0,25909.2,26935.0,18632.0,1,0,1,0.0
2016,Ｊ１ １ｓｔ,第５節第２日,16/04/02(土),16:03,FC東京,3-2,名古屋,味スタ,20249,スカパー！／スカパー！プレミアムサービス,0,0,土,1,19171.0,2016-04-02 16:03:00,2016-04-02,2016,4,16,13.3,1.5,やや寒い,1,11488.0,25776.0,25443.6,26638.0,15868.5,3,2,1,1.0
2016,Ｊ１ １ｓｔ,第７節第２日,16/04/16(土),15:03,FC東京,2-4,川崎Ｆ,味スタ,29208,スカパー！／スカパー！プレミアムサービス／ＢＳ－ＴＢＳ,0,0,土,1,20315.0,2016-04-16 15:03:00,2016-04-16,2016,4,15,20.9,0.0,快適2,0,20249.0,11488.0,23494.8,25571.85714285714,24728.5,2,4,0,1.0
2016,Ｊ１ １ｓｔ,第９節第１日,16/04/29(金・祝),17:04,FC東京,0-1,福岡,味スタ,23625,スカパー！／スカパー！プレミアムサービス,0,0,金・祝,1,24360.666666666668,2016-04-29 17:04:00,2016-04-29,2016,4,17,21.4,0.0,快適2,0,29208.0,20249.0,22069.2,25721.571428571428,26416.5,0,1,0,0.0
2016,Ｊ１ １ｓｔ,第１２節第１日,16/05/13(金),19:04,FC東京,0-0,鳥栖,味スタ,13046,スカパー！／スカパー！プレミアムサービス,0,0,金,0,21959.666666666668,2016-05-13 19:04:00,2016-05-13,2016,5,19,26.5,0.0,暑い,0,23625.0,29208.0,19523.2,22020.714285714286,18335.5,0,0,0,0.0
2016,Ｊ１ １ｓｔ,第１４節第１日,16/05/29(日),17:04,FC東京,1-0,Ｇ大阪,味スタ,37805,スカパー！／スカパー！プレミアムサービス,0,0,日,1,24825.333333333332,2016-05-29 17:04:00,2016-05-29,2016,5,17,27.9,0.0,暑い,0,13046.0,23625.0,24786.6,23028.14285714286,25425.5,1,0,1,0.0
2016,Ｊ１ １ｓｔ,第１０節第２日,16/06/15(水),19:03,FC東京,1-1,広島,味スタ,15358,スカパー！／スカパー！プレミアムサービス／ＴＯＫＹＯ　ＭＸ　※２　ＡＦＣチャンピオンズリーグ２０１６の影響により、ＦＣ東京ｖｓ広島、Ｇ大阪ｖｓ浦和は６月１５日（水）に開催,0,0,水,0,22069.666666666668,2016-06-15 19:03:00,2016-06-15,2016,6,19,22.2,0.0,快適2,0,37805.0,13046.0,23808.4,21539.85714285714,26581.5,1,1,0,1.0
2016,Ｊ１ １ｓｔ,第１６節第１日,16/06/18(土),19:03,FC東京,1-1,新潟,味スタ,24793,スカパー！／スカパー！プレミアムサービス／ＴＯＫＹＯ　ＭＸ,0,0,土,1,25985.333333333332,2016-06-18 19:03:00,2016-06-18,2016,6,19,33.0,0.0,猛暑,0,15358.0,37805.0,22925.4,23440.571428571428,20075.5,1,1,0,0.0
2016,Ｊ１ ２ｎｄ,第２節第１日,16/07/09(土),19:04,FC東京,1-0,甲府,味スタ,17978,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１／ＴＯＫＹＯ　ＭＸ,0,0,土,1,19376.333333333332,2016-07-09 19:04:00,2016-07-09,2016,7,19,24.9,12.5,快適2,1,24793.0,15358.0,21796.0,23116.14285714286,21385.5,1,0,1,0.0
2016,Ｊ１ ２ｎｄ,第４節第１日,16/07/17(日),19:03,FC東京,0-1,柏,味スタ,22374,スカパー！／スカパー！プレミアムサービス／ＴＯＫＹＯ　ＭＸ,0,0,日,1,21715.0,2016-07-17 19:03:00,2016-07-17,2016,7,19,28.8,0.0,暑い,0,17978.0,24793.0,23661.6,22139.85714285714,20176.0,0,1,0,1.0
2016,Ｊ１ ２ｎｄ,第７節第１日,16/08/06(土),19:04,FC東京,3-2,磐田,味スタ,28291,スカパー！／スカパー！プレミアムサービス,0,0,土,1,22881.0,2016-08-06 19:04:00,2016-08-06,2016,8,19,34.2,0.0,猛暑,0,22374.0,17978.0,21758.8,22806.428571428572,25332.5,3,2,1,0.0
2016,Ｊ１ ２ｎｄ,第９節第１日,16/08/20(土),19:04,FC東京,1-0,横浜FM,味スタ,27880,スカパー！／スカパー！プレミアムサービス／ＴＯＫＹＯ　ＭＸ,0,0,土,1,26181.666666666668,2016-08-20 19:04:00,2016-08-20,2016,8,19,30.0,82.0,暑い,1,28291.0,22374.0,24263.2,24925.571428571428,28085.5,1,0,1,1.0
2016,Ｊ１ ２ｎｄ,第１１節第１日,16/09/10(土),19:03,FC東京,3-0,湘南,味スタ,18744,スカパー！／スカパー！プレミアムサービス／ＴＯＫＹＯ　ＭＸ,0,0,土,1,24971.666666666668,2016-09-10 19:03:00,2016-09-10,2016,9,19,31.2,0.0,猛暑,0,27880.0,28291.0,23053.4,22202.571428571428,23312.0,3,0,1,1.0
2016,Ｊ１ ２ｎｄ,第１２節第１日,16/09/17(土),19:04,FC東京,1-3,浦和,味スタ,33493,スカパー！／スカパー！プレミアムサービス,0,0,土,1,26705.666666666668,2016-09-17 19:04:00,2016-09-17,2016,9,19,29.4,0.0,暑い,0,18744.0,27880.0,26156.4,24793.285714285714,26118.5,1,3,0,1.0
2016,Ｊ１ ２ｎｄ,第１５節第１日,16/10/22(土),14:04,FC東京,2-1,鹿島,味スタ,37317,スカパー！／スカパー！プレミアムサービス／ＴＯＫＹＯ　ＭＸ（録）,0,0,土,1,29851.333333333332,2016-10-22 14:04:00,2016-10-22,2016,10,14,18.3,0.0,快適,0,33493.0,18744.0,29145.0,26582.428571428572,35405.0,2,1,1,0.0
2016,Ｊ１ ２ｎｄ,第１６節第１日,16/10/29(土),14:04,FC東京,1-0,仙台,味スタ,21198,スカパー！／スカパー！プレミアムサービス／ＴＯＫＹＯ　ＭＸ（録）,0,0,土,1,30669.333333333332,2016-10-29 14:04:00,2016-10-29,2016,10,14,20.8,0.0,快適2,0,37317.0,33493.0,27726.4,27042.428571428572,29257.5,1,0,1,1.0
2017,Ｊ１,第２節第１日,17/03/04(土),15:04,FC東京,2-0,大宮,味スタ,27259,ＤＡＺＮ／ＴＯＫＹＯ　ＭＸ２,0,0,土,1,28591.333333333332,2017-03-04 15:04:00,2017-03-04,2017,3,15,14.6,0.0,やや寒い,0,21198.0,37317.0,27602.2,27740.285714285714,24228.5,2,0,1,1.0
2017,Ｊ１,第４節第１日,17/03/18(土),19:04,FC東京,3-0,川崎Ｆ,味スタ,36311,ＤＡＺＮ／ＮＨＫ　ＢＳ１,0,0,土,1,28256.0,2017-03-18 19:04:00,2017-03-18,2017,3,19,16.2,0.0,快適,0,27259.0,21198.0,31115.6,28886.0,31785.0,3,0,1,1.0
2017,Ｊ１,第５節第１日,17/04/01(土),16:04,FC東京,3-3,鳥栖,味スタ,19669,ＤＡＺＮ,0,0,土,1,27746.333333333332,2017-04-01 16:04:00,2017-04-01,2017,4,16,8.9,5.5,寒い,1,36311.0,27259.0,28350.8,27713.0,27990.0,3,3,0,1.0
2017,Ｊ１,第７節第１日,17/04/16(日),14:04,FC東京,0-1,浦和,味スタ,38248,ＤＡＺＮ／ＮＨＫ　ＢＳ１／ＴＯＫＹＯ　ＭＸ（録）,0,0,日,1,31409.333333333332,2017-04-16 14:04:00,2017-04-16,2017,4,14,26.1,0.0,暑い,0,19669.0,36311.0,28537.0,30499.285714285714,28958.5,0,1,0,0.0
2017,Ｊ１,第９節第１日,17/04/30(日),15:04,FC東京,1-0,広島,味スタ,25037,ＤＡＺＮ／ＴＯＫＹＯ　ＭＸ（録）,0,0,日,1,27651.333333333332,2017-04-30 15:04:00,2017-04-30,2017,4,15,24.3,0.0,快適2,0,38248.0,19669.0,29304.8,29291.285714285714,31642.5,1,0,1,0.0
2017,Ｊ１,第１１節第１日,17/05/14(日),15:04,FC東京,1-2,柏,味スタ,23950,ＤＡＺＮ／ＴＯＫＹＯ　ＭＸ（録）,0,0,日,1,29078.333333333332,2017-05-14 15:04:00,2017-05-14,2017,5,15,20.4,0.0,快適2,0,25037.0,38248.0,28643.0,27381.714285714286,24493.5,1,2,0,1.0
